"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","US dollar",
"202505","502","United States","8304","Filing cabinets, cardindex cabinets, paper trays, paper rests, pen 
trays, officestamp stands and similar office or desk equipment, 
of base metal, other than office furniture of heading 9403","6,109,848",
"202505","502","United States","8305","Fittings for looseleaf binders or files, letter clips, letter corners, 
paper clips, indexing tags and similar office articles, of base 
metal; staples in strips (for example, for offices, upholstery, 
packaging), of base metal","5,318,316",
"202505","502","United States","8306","Bells, gongs and the like, nonelectric, of base metal; statuettes 
and other ornaments, of base metal; photograph, picture or 
similar frames, of base metal; mirrors of base metal","35,831,817",
"202505","502","United States","8307","Flexible tubing of base metal, with or without fittings","7,370,860",
"202505","502","United States","8308","Clasps, frames with clasps, buckles, buckleclasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wristwatches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal","7,071,882",
"202505","502","United States","8309","Stoppers, caps and lids (including crown corks, screw caps and 
pouring stoppers), capsules for bottles, threaded bungs, bung 
covers, seals and other packing accessories, of base metal","11,276,954",
"202505","502","United States","8310","Signplates, nameplates, addressplates and similar plates, numbers, letters and other symbols, of base metal, excluding 
those of heading 9405","6,962,183",
"202505","502","United States","8311","Wire, rods, tubes, plates, electrodes and similar products, of base 
metal or of metal carbides, coated or cored with flux material, of 
a kind used for soldering, brazing, welding or deposition of metal 
or of metal carbides; wire and rods, of agglomerated base metal 
powder, used for metal spraying","1,373,337",
"202505","502","United States","8402","Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); superheated water boilers.","1,137,444",
"202505","502","United States","8403","Central heating boilers other than those of heading 8402.","2,263,478",
"202505","502","United States","8404","Auxiliary plant for use with boilers of heading 84.02 or 84.03 (for example, economisers, superheaters, soot removers, gas recoverers); condensers for steam or other vapour power units.","60,593",
"202505","502","United States","8405","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers.","43,893",
"202505","502","United States","8406","Steam turbines and other vapour turbines.","2,284,504",
"202505","502","United States","8407","Sparkignition reciprocating or rotary internal combustion piston engines.","11,062,016",
"202505","502","United States","8408","Compressionignition internal combustion piston engines (diesel or semidiesel engines).","8,878,787",
"202505","502","United States","8409","Parts suitable for use solely or principally with the engines of heading 84.07 or 84.08.","145,430,294",
"202505","502","United States","8410","Hydraulic turbines, water wheels, and regulators therefor.","97,685",
"202505","502","United States","8411","Turbojets, turbopropellers and other gas turbines.","63,947,318",
"202505","502","United States","8412","Other engines and motors.","55,831,059",
"202505","502","United States","8413","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators.","131,394,691",
"202505","502","United States","8414","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, gas-tight biological safety cabinets, whether or not fitted with filters.","296,378,236",
"202505","502","United States","8415","Air conditioning machines, comprising a motordriven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated.","153,507,262",
"202505","502","United States","8416","Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates,mechanical ash dischargers and similar appliances.","898,055",
"202505","502","United States","8417","Industrial or laboratory furnaces and ovens, including incinerators, nonelectric.","2,493,741",
"202505","502","United States","8418","Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading 84.15.","153,524,109",
"202505","502","United States","8419","Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 85.14), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilising, pasteurising, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, nonelectric.","93,183,774",
"202505","502","United States","8420","Calendering or other rolling machines, other than for metals or glass, and cylinders therefor.","515,471",
"202505","502","United States","8421","Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases.","155,820,381",
"202505","502","United States","8422","Dish washing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heatshrink wrapping machinery); machinery for aerating beverages.","22,863,269",
"202505","502","United States","8423","Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight operated counting or checking machines; weighing machine weights of all kinds.","21,026,356",
"202505","502","United States","8424","Mechanical appliances (whether or not handoperated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines.","86,274,436",
"202505","502","United States","8425","Pulley tackle and hoists other than skip hoists; winches and capstans; jacks.","40,495,264",
"202505","502","United States","8426","Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane.","668,754",
